chr	start	end	name	score	strand	NormedTC_ENCFF462CMF	NormedTC_ENCFF942TPA	NormedTC_K562_RBFOX2	BC_K562_RBFOX2	annotation	gene	external_gene_name	grouped_annotation
chr7	72948618	72948638	chr7-544	36.7	-	5.9014	6.1643	12.0658	2	Proximal intronic	ENSG00000106133.19	NSUN5P2	Genic
chr7	72948625	72948645	chr7-318	22.4	-	6.116	6.3845	12.5005	2	Proximal intronic	ENSG00000106133.19	NSUN5P2	Genic
chr7	72949169	72949189	chr7-1226	11.6	-	2.6825	4.6232	7.3057	2	Proximal intronic	ENSG00000106133.19	NSUN5P2	Genic
chr7	72949457	72949477	chr7-1636	14.3	-	2.4679	0.8806	3.3485	2	Other exon	ENSG00000106133.19	NSUN5P2	Genic
chr7	72950233	72950253	chr7-711	18.4	-	2.146	2.862	5.008	2	3'UTR-distal	ENSG00000106133.19	NSUN5P2	Genic
chr7	72969171	72969191	chr7-319	41.5	-	4.6139	10.7875	15.4014	2	First intron	ENSG00000155428.13	""	Genic
chr7	73304445	73304465	chr7-4029	10.2	-	1.1803	3.0822	4.2624	2	3'UTR-distal	ENSG00000130305.18	""	Genic
chr7	73441706	73441726	chr7-2184	10.9	-	2.5752	1.7612	4.3364	2	3'UTR	ENSG00000009954.11	BAZ1B	Genic
chr7	73442110	73442130	chr7-4031	13.6	-	2.0387	1.7612	3.7999	2	3'UTR	ENSG00000009954.11	BAZ1B	Genic
chr7	73444095	73444115	chr7-56	25.2	-	2.146	4.6232	6.7692	2	CDS	ENSG00000009954.11	BAZ1B	Genic
chr7	73447263	73447283	chr7-1227	17	-	2.2533	4.1829	6.4362	2	CDS	ENSG00000009954.11	BAZ1B	Genic
chr7	73450980	73451000	chr7-410	14.3	-	1.1803	3.0822	4.2624	2	CDS	ENSG00000009954.11	BAZ1B	Genic
chr7	73459562	73459582	chr7-2186	8.84	-	1.073	3.0822	4.1551	2	CDS	ENSG00000009954.11	BAZ1B	Genic
chr7	73459656	73459676	chr7-2950	10.9	-	1.073	2.2015	3.2745	2	CDS	ENSG00000009954.11	BAZ1B	Genic
chr7	73466371	73466391	chr7-1638	7.48	-	0.4292	3.5225	3.9517	2	CDS	ENSG00000009954.11	BAZ1B	Genic
chr7	73470393	73470413	chr7-1639	12.2	-	1.3949	3.5225	4.9174	2	CDS	ENSG00000009954.11	BAZ1B	Genic
chr7	73470458	73470478	chr7-89	20.4	-	2.2533	3.3023	5.5556	2	CDS	ENSG00000009954.11	BAZ1B	Genic
chr7	73476954	73476974	chr7-1228	11.6	-	2.6825	3.0822	5.7646	2	CDS	ENSG00000009954.11	BAZ1B	Genic
chr7	73477729	73477749	chr7-712	16.3	-	2.146	5.2837	7.4297	2	CDS	ENSG00000009954.11	BAZ1B	Genic
chr7	73478292	73478312	chr7-1229	13.6	-	2.3606	1.7612	4.1218	2	CDS	ENSG00000009954.11	BAZ1B	Genic
chr7	73489259	73489279	chr7-4037	8.16	-	1.3949	1.9814	3.3763	2	CDS	ENSG00000009954.11	BAZ1B	Genic
chr7	73492813	73492833	chr7-5480	7.48	-	0.6438	2.862	3.5058	2	CDS	ENSG00000009954.11	BAZ1B	Genic
chr7	73492892	73492912	chr7-192	14.3	-	1.6095	1.5411	3.1506	2	CDS	ENSG00000009954.11	BAZ1B	Genic
chr7	73498625	73498645	chr7-713	11.6	-	2.4679	4.4031	6.871	2	CDS	ENSG00000009954.11	BAZ1B	Genic
chr7	73498664	73498684	chr7-412	11.6	-	1.3949	2.6418	4.0367	2	CDS	ENSG00000009954.11	BAZ1B	Genic
chr7	73510779	73510799	chr7-2191	10.9	-	1.073	2.862	3.935	2	CDS	ENSG00000009954.11	BAZ1B	Genic
chr7	73701737	73701757	chr7-1643	10.2	-	2.0387	2.4217	4.4604	2	Deep intronic	ENSG00000106089.13	""	Genic
chr7	74194852	74194872	chr7-2193	8.84	+	1.7168	4.4031	6.1199	2	CDS	ENSG00000106682.16	EIF4H	Genic
chr7	74195166	74195186	chr7-918	12.2	+	0.7511	2.4217	3.1728	2	CDS	ENSG00000106682.16	EIF4H	Genic
chr7	74195575	74195595	chr7-413	38.1	+	6.3306	5.0635	11.3942	2	3'UTR	ENSG00000106682.16	EIF4H	Genic
chr7	74195677	74195697	chr7-545	29.2	+	3.9701	5.5038	9.4739	2	3'UTR	ENSG00000106682.16	EIF4H	Genic
chr7	74195779	74195799	chr7-546	26.5	+	2.8971	6.6046	9.5017	2	3'UTR	ENSG00000106682.16	EIF4H	Genic
chr7	74196204	74196224	chr7-1231	13.6	+	3.7555	1.5411	5.2965	2	3'UTR	ENSG00000106682.16	EIF4H	Genic
chr7	74196398	74196418	chr7-919	12.2	+	2.4679	4.6232	7.0911	2	3'UTR	ENSG00000106682.16	EIF4H	Genic
chr7	74698967	74698987	chr7-320	15.6	+	1.7168	2.2015	3.9183	2	CDS	ENSG00000263001.10	""	Genic
chr7	74705169	74705189	chr7-322	13.6	+	1.2876	2.6418	3.9294	2	CDS	ENSG00000263001.10	""	Genic
chr7	74711042	74711062	chr7-414	13.6	+	0.8584	3.0822	3.9405	2	CDS	ENSG00000263001.10	""	Genic
chr7	74711093	74711113	chr7-5495	8.84	+	1.073	1.9814	3.0544	2	CDS	ENSG00000263001.10	""	Genic
chr7	74716900	74716920	chr7-152	21.8	+	2.146	3.5225	5.6684	2	CDS	ENSG00000263001.10	""	Genic
chr7	74884192	74884212	chr7-323	19	-	2.2533	1.9814	4.2347	2	5'UTR	ENSG00000277072.6	STAG3L2	Genic
chr7	75395904	75395924	chr7-2960	12.2	+	1.3949	3.0822	4.477	2	First intron	ENSG00000178809.13	""	Genic
chr7	75414877	75414897	chr7-547	17.7	+	3.1117	2.6418	5.7535	2	3'UTR-distal	ENSG00000223705.12	NSUN5P1	Genic
chr7	75415777	75415797	chr7-921	9.52	+	1.3949	1.9814	3.3763	2	3'UTR-distal	ENSG00000223705.12	NSUN5P1	Genic
chr7	75415884	75415904	chr7-415	19.7	+	4.7212	4.4031	9.1242	2	3'UTR-distal	ENSG00000223705.12	NSUN5P1	Genic
chr7	75415982	75416002	chr7-1232	27.2	+	4.0774	1.5411	5.6184	2	3'UTR-distal	ENSG00000223705.12	NSUN5P1	Genic
chr7	75416446	75416466	chr7-193	34.7	+	5.7941	3.5225	9.3166	2	3'UTR-distal	ENSG00000223705.12	NSUN5P1	Genic
chr7	75471756	75471776	chr7-2964	10.2	-	1.2876	1.9814	3.269	2	Deep intronic	ENSG00000272391.7	""	Genic
chr7	75474852	75474872	chr7-1647	10.2	-	1.7168	1.7612	3.478	2	5'UTR	ENSG00000242073.2	""	Genic
chr7	75486210	75486230	chr7-5510	10.9	-	2.2533	1.1008	3.354	2	5'UTR	ENSG00000272391.7	""	Genic
chr7	75511021	75511041	chr7-5513	4.76	-	2.2533	0.8806	3.1339	2	Other exon	ENSG00000127957.21	PMS2P3	Genic
chr7	75517716	75517736	chr7-2967	12.2	-	1.7168	1.5411	3.2579	2	First intron	ENSG00000291092.2	PMS2P3	Genic
chr7	75527817	75527837	chr7-2198	11.6	-	2.3606	3.5225	5.883	2	3'UTR-distal	ENSG00000291092.2	PMS2P3	Genic
chr7	75943856	75943876	chr7-4058	12.2	+	1.5022	4.8434	6.3456	2	First intron	ENSG00000127948.18	""	Genic
chr7	76054902	76054922	chr7-2200	10.2	+	1.9314	1.7612	3.6926	2	CDS	ENSG00000146701.13	""	Genic
chr7	76057980	76058000	chr7-923	10.9	+	1.1803	1.9814	3.1617	2	CDS	ENSG00000146701.13	""	Genic
chr7	76060415	76060435	chr7-1648	11.6	+	2.0387	3.5225	5.5611	2	CDS	ENSG00000146701.13	""	Genic
chr7	76060489	76060509	chr7-2201	7.48	+	1.2876	2.4217	3.7093	2	CDS	ENSG00000146701.13	""	Genic
chr7	76063516	76063536	chr7-131	24.5	+	2.6825	3.0822	5.7646	2	CDS	ENSG00000146701.13	""	Genic
chr7	76063560	76063580	chr7-2202	10.9	+	3.219	2.4217	5.6407	2	CDS	ENSG00000146701.13	""	Genic
chr7	76064351	76064371	chr7-324	16.3	+	2.3606	1.7612	4.1218	2	CDS	ENSG00000146701.13	""	Genic
chr7	76064891	76064911	chr7-548	11.6	+	1.7168	2.862	4.5788	2	CDS	ENSG00000146701.13	""	Genic
chr7	76302691	76302711	chr7-4062	10.2	+	1.7168	1.5411	3.2579	2	5'UTR	ENSG00000106211.11	HSPB1	Genic
chr7	76303998	76304018	chr7-549	11.6	+	2.4679	1.1008	3.5686	2	3'UTR	ENSG00000106211.11	HSPB1	Genic
chr7	76327082	76327102	chr7-1235	23.1	-	2.5752	4.8434	7.4186	2	3'UTR	ENSG00000170027.7	YWHAG	Genic
chr7	76327182	76327202	chr7-714	51	-	3.9701	9.2465	13.2165	2	3'UTR	ENSG00000170027.7	YWHAG	Genic
chr7	76327494	76327514	chr7-416	21.8	-	3.3263	6.8248	10.151	2	3'UTR	ENSG00000170027.7	YWHAG	Genic
chr7	76327640	76327660	chr7-550	26.5	-	3.9701	7.0449	11.015	2	3'UTR	ENSG00000170027.7	YWHAG	Genic
chr7	76327798	76327818	chr7-551	21.8	-	3.0044	4.8434	7.8478	2	3'UTR	ENSG00000170027.7	YWHAG	Genic
chr7	76328243	76328263	chr7-1237	22.4	-	3.6482	3.3023	6.9505	2	3'UTR	ENSG00000170027.7	YWHAG	Genic
chr7	76328384	76328404	chr7-1650	19.7	-	2.7898	4.1829	6.9727	2	3'UTR	ENSG00000170027.7	YWHAG	Genic
chr7	76328660	76328680	chr7-552	16.3	-	2.3606	3.7426	6.1032	2	3'UTR	ENSG00000170027.7	YWHAG	Genic
chr7	76328771	76328791	chr7-325	21.1	-	3.7555	7.2651	11.0205	2	3'UTR	ENSG00000170027.7	YWHAG	Genic
chr7	76329111	76329131	chr7-262	23.1	-	3.6482	4.6232	8.2714	2	3'UTR	ENSG00000170027.7	YWHAG	Genic
chr7	76329466	76329486	chr7-1238	27.2	-	3.9701	4.6232	8.5933	2	3'UTR	ENSG00000170027.7	YWHAG	Genic
chr7	76330055	76330075	chr7-715	21.8	-	2.5752	5.0635	7.6387	2	CDS	ENSG00000170027.7	YWHAG	Genic
chr7	76358775	76358795	chr7-2976	7.48	-	1.8241	1.9814	3.8055	2	CDS	ENSG00000170027.7	YWHAG	Genic
chr7	76557682	76557702	chr7-2978	8.16	+	1.1803	1.9814	3.1617	2	Deep intronic	ENSG00000290873.2	LINC03009	Genic
chr7	76557897	76557917	chr7-2209	10.2	+	1.3949	3.7426	5.1375	2	LINE	ENSG00000290873.2	LINC03009	TE
chr7	76559952	76559972	chr7-924	19	+	2.146	5.724	7.87	2	LINE	ENSG00000290873.2	LINC03009	TE
chr7	76560050	76560070	chr7-553	19.7	+	3.0044	6.8248	9.8291	2	LINE	ENSG00000290873.2	LINC03009	TE
chr7	76560219	76560239	chr7-925	24.5	+	3.5409	7.4852	11.0261	2	LINE	ENSG00000290873.2	LINC03009	TE
chr7	76560687	76560707	chr7-2979	23.1	+	1.6095	4.4031	6.0126	2	LINE	ENSG00000290873.2	LINC03009	TE
chr7	76560746	76560766	chr7-2210	11.6	+	0.9657	3.7426	4.7083	2	LINE	ENSG00000290873.2	LINC03009	TE
chr7	76562363	76562383	chr7-1652	8.84	+	0.9657	3.5225	4.4882	2	LINE	ENSG00000290873.2	LINC03009	TE
chr7	76563510	76563530	chr7-2980	11.6	+	1.5022	2.4217	3.9239	2	LINE	ENSG00000290873.2	LINC03009	TE
chr7	76567492	76567512	chr7-926	21.8	+	2.2533	4.1829	6.4362	2	Alu	ENSG00000290873.2	LINC03009	TE
chr7	76570359	76570379	chr7-716	19.7	+	3.4336	3.9628	7.3963	2	Deep intronic	ENSG00000290873.2	LINC03009	Genic
chr7	76586973	76586993	chr7-1655	19.7	+	1.6095	4.1829	5.7924	2	LTR/ERV	ENSG00000290873.2	LINC03009	TE
chr7	76587046	76587066	chr7-5536	12.9	+	1.3949	2.862	4.2569	2	LTR/ERV	ENSG00000290873.2	LINC03009	TE
chr7	76590549	76590569	chr7-1656	10.9	+	2.8971	0.4403	3.3374	2	LINE	ENSG00000290873.2	LINC03009	TE
chr7	76591228	76591248	chr7-554	24.5	+	5.6868	0.4403	6.1272	2	LINE	ENSG00000290873.2	LINC03009	TE
chr7	76591292	76591312	chr7-555	15	+	3.3263	0.6605	3.9867	2	LINE	ENSG00000290873.2	LINC03009	TE
chr7	76591850	76591870	chr7-927	11.6	+	3.1117	0.2202	3.3318	2	LINE	ENSG00000290873.2	LINC03009	TE
chr7	76592033	76592053	chr7-1657	12.2	+	3.5409	0.4403	3.9812	2	LINE	ENSG00000290873.2	LINC03009	TE
chr7	76592742	76592762	chr7-1239	10.9	+	3.219	0.2202	3.4391	2	LTR/ERV	ENSG00000290873.2	LINC03009	TE
chr7	76593102	76593122	chr7-928	19	+	3.8628	0.2202	4.0829	2	LTR/ERV	ENSG00000290873.2	LINC03009	TE
chr7	76593914	76593934	chr7-717	13.6	+	5.2577	0.6605	5.9181	2	LTR/ERV	ENSG00000290873.2	LINC03009	TE
chr7	76594140	76594160	chr7-1240	20.4	+	3.7555	0.2202	3.9756	2	LTR/ERV	ENSG00000290873.2	LINC03009	TE
chr7	76595206	76595226	chr7-1241	9.52	+	2.7898	0.4403	3.2301	2	LINE	ENSG00000290873.2	LINC03009	TE
chr7	76596530	76596550	chr7-2216	16.3	+	3.4336	0.4403	3.8739	2	LINE	ENSG00000290873.2	LINC03009	TE
chr7	76598125	76598145	chr7-1242	12.9	+	3.1117	0.6605	3.7721	2	LINE	ENSG00000290873.2	LINC03009	TE
chr7	76599001	76599021	chr7-2218	12.9	+	2.4679	1.5411	4.009	2	LINE	ENSG00000290873.2	LINC03009	TE
chr7	76599099	76599119	chr7-1660	13.6	+	2.4679	1.5411	4.009	2	LINE	ENSG00000290873.2	LINC03009	TE
chr7	77537280	77537300	chr7-2994	8.84	+	2.146	1.7612	3.9072	2	5'UTR	ENSG00000127947.17	""	Genic
chr7	77537452	77537472	chr7-2220	11.6	+	1.3949	2.4217	3.8166	2	5'UTR	ENSG00000127947.17	""	Genic
chr7	77537524	77537544	chr7-2221	23.8	+	3.1117	4.4031	7.5148	2	5'UTR	ENSG00000127947.17	""	Genic
chr7	77584928	77584948	chr7-1245	15.6	+	2.146	1.5411	3.6871	2	LINE	ENSG00000127947.17	""	TE
chr7	77592246	77592266	chr7-7709	6.8	+	0.8584	2.2015	3.0599	2	CDS	ENSG00000127947.17	""	Genic
chr7	77597847	77597867	chr7-1246	12.2	+	1.073	1.9814	3.0544	2	CDS	ENSG00000127947.17	""	Genic
chr7	77749560	77749580	chr7-4079	7.48	+	1.8241	1.5411	3.3652	2	CDS	ENSG00000187257.17	""	Genic
chr7	81333616	81333636	chr7-7	66	+	6.0087	10.3472	16.356	2	Deep intronic	""	""	Genic
chr7	81333716	81333736	chr7-1	286.3	+	19.8503	52.6168	72.4671	2	Deep intronic	""	""	Genic
chr7	84780414	84780434	chr7-4080	7.48	-	0.3219	2.862	3.1839	2	LINE	""	""	TE
chr7	84859394	84859414	chr7-1662	10.2	-	2.0387	2.2015	4.2402	2	First intron	ENSG00000304563.1	""	Genic
chr7	84859467	84859487	chr7-1663	23.8	-	2.7898	3.5225	6.3122	2	First intron	ENSG00000304563.1	""	Genic
chr7	84868133	84868153	chr7-5556	6.8	-	1.1803	1.9814	3.1617	2	Satellite/LC	ENSG00000304563.1	""	TE
chr7	84868543	84868563	chr7-2999	9.52	-	0.6438	3.0822	3.726	2	Satellite/LC	ENSG00000304563.1	""	TE
chr7	84871349	84871369	chr7-7735	6.8	-	0.7511	3.0822	3.8332	2	First intron	ENSG00000304563.1	""	Genic
chr7	87163577	87163597	chr7-4084	8.84	+	1.6095	1.5411	3.1506	2	5'UTR	ENSG00000135164.20	""	Genic
chr7	87170516	87170536	chr7-5567	9.52	+	0.9657	2.6418	3.6075	2	LINE	ENSG00000135164.20	""	TE
chr7	87177642	87177662	chr7-419	27.2	+	5.0431	8.3659	13.4089	2	LINE	ENSG00000135164.20	""	TE
chr7	87179738	87179758	chr7-1665	11.6	+	1.3949	2.6418	4.0367	2	Proximal intronic	ENSG00000135164.20	""	Genic
chr7	87182319	87182339	chr7-4088	7.48	+	2.0387	2.2015	4.2402	2	CDS	ENSG00000135164.20	""	Genic
chr7	87184397	87184417	chr7-226	21.8	+	2.146	3.0822	5.2281	2	CDS	ENSG00000135164.20	""	Genic
chr7	87188159	87188179	chr7-2225	8.16	+	2.2533	2.2015	4.4548	2	CDS	ENSG00000135164.20	""	Genic
chr7	87193276	87193296	chr7-4090	6.12	+	1.9314	1.5411	3.4725	2	CDS	ENSG00000135164.20	""	Genic
chr7	87194792	87194812	chr7-1248	8.84	+	1.8241	1.3209	3.145	2	CDS	ENSG00000135164.20	""	Genic
chr7	87195028	87195048	chr7-326	14.3	+	2.0387	1.5411	3.5798	2	CDS	ENSG00000135164.20	""	Genic
chr7	87196196	87196216	chr7-930	17.7	+	2.8971	0.2202	3.1172	2	3'UTR	ENSG00000135164.20	""	Genic
chr7	87891513	87891533	chr7-718	13.6	+	2.0387	3.5225	5.5611	2	LINE	ENSG00000006634.9	""	TE
chr7	90361216	90361236	chr7-4096	8.84	+	0.7511	2.862	3.6131	2	LINE	ENSG00000105793.17	""	TE
chr7	91941088	91941108	chr7-3008	16.3	+	2.4679	2.2015	4.6694	2	5'UTR	ENSG00000127914.20	""	Genic
chr7	91941551	91941571	chr7-2228	12.9	+	1.8241	1.9814	3.8055	2	First intron	ENSG00000127914.20	""	Genic
chr7	91967324	91967344	chr7-3009	10.2	+	1.8241	1.3209	3.145	2	LINE	ENSG00000127914.20	""	TE
chr7	91968125	91968145	chr7-5585	12.2	+	2.2533	1.7612	4.0145	2	Alu	ENSG00000127914.20	""	TE
chr7	91983703	91983723	chr7-1249	12.2	+	1.6095	1.5411	3.1506	2	Alu	ENSG00000127914.20	""	TE
chr7	91994722	91994742	chr7-5589	10.9	+	1.8241	1.5411	3.3652	2	CDS	ENSG00000127914.20	""	Genic
chr7	92003126	92003146	chr7-1666	11.6	+	2.8971	1.9814	4.8785	2	CDS	ENSG00000127914.20	""	Genic
chr7	92093137	92093157	chr7-3015	7.48	+	1.1803	1.9814	3.1617	2	CDS	ENSG00000127914.20	""	Genic
chr7	92098189	92098209	chr7-4106	12.9	+	1.5022	2.4217	3.9239	2	CDS	ENSG00000127914.20	""	Genic
chr7	92117191	92117211	chr7-1251	10.9	-	0.8584	2.6418	3.5002	2	CDS	ENSG00000001630.19	""	Genic
chr7	92133611	92133631	chr7-4109	8.16	-	1.3949	3.0822	4.477	2	3'UTR-distal	ENSG00000001630.19	""	Genic
chr7	92454131	92454151	chr7-2232	14.3	+	2.2533	2.862	5.1153	2	LINE	ENSG00000157259.8	GATAD1	TE
chr7	92458426	92458446	chr7-2234	12.2	+	2.0387	1.5411	3.5798	2	3'UTR	ENSG00000157259.8	GATAD1	Genic
chr7	92562164	92562184	chr7-7800	5.44	-	1.9314	1.9814	3.9128	2	3'UTR	ENSG00000234545.9	""	Genic
chr7	92614694	92614714	chr7-1671	11.6	-	1.5022	4.4031	5.9053	2	3'UTR	ENSG00000105810.11	""	Genic
chr7	92666444	92666464	chr7-3023	10.2	-	0.9657	2.6418	3.6075	2	Deep intronic	ENSG00000105810.11	""	Genic
chr7	93602451	93602471	chr7-5626	5.44	+	0.9657	2.4217	3.3874	2	First intron	ENSG00000127928.14	""	Genic
chr7	95411978	95411998	chr7-720	16.3	-	2.146	2.6418	4.7878	2	Proximal intronic	ENSG00000105854.14	""	Genic
chr7	96688933	96688953	chr7-90	27.2	-	1.9314	2.6418	4.5732	2	CDS	ENSG00000127922.11	""	Genic
chr7	96694806	96694826	chr7-721	19	-	2.146	4.6232	6.7692	2	CDS	ENSG00000127922.11	""	Genic
chr7	96694858	96694878	chr7-11	78.9	-	6.5452	8.586	15.1312	2	CDS	ENSG00000127922.11	""	Genic
chr7	96709686	96709706	chr7-420	28.6	-	6.0087	8.3659	14.3746	2	CDS	ENSG00000127922.11	""	Genic
chr7	96709768	96709788	chr7-421	23.1	-	4.5066	3.5225	8.029	2	5'UTR	ENSG00000127922.11	""	Genic
chr7	97172287	97172307	chr7-2235	11.6	+	1.1803	2.6418	3.8221	2	LINE	ENSG00000196636.8	SDHAF3	TE
chr7	97172376	97172396	chr7-4123	7.48	+	1.3949	2.2015	3.5964	2	First intron	ENSG00000196636.8	SDHAF3	Genic
chr7	97852191	97852211	chr7-1672	12.2	-	1.9314	2.2015	4.1329	2	3'UTR	ENSG00000070669.18	""	Genic
chr7	97852364	97852384	chr7-1673	10.9	-	3.219	0.4403	3.6593	2	CDS	ENSG00000070669.18	""	Genic
chr7	97856742	97856762	chr7-1675	6.8	-	1.073	1.9814	3.0544	2	CDS	ENSG00000070669.18	""	Genic
chr7	97858879	97858899	chr7-1676	10.2	-	1.7168	2.6418	4.3586	2	CDS	ENSG00000070669.18	""	Genic
chr7	97869553	97869573	chr7-2236	8.16	-	1.8241	1.3209	3.145	2	5'UTR	ENSG00000070669.18	""	Genic
chr7	97872270	97872290	chr7-3025	10.9	-	1.5022	1.9814	3.4836	2	First intron	ENSG00000070669.18	""	Genic
chr7	98881810	98881830	chr7-4	650.7	+	150.9697	182.2875	333.2572	2	Proximal intronic	ENSG00000196367.15	TRRAP	Genic
chr7	99132689	99132709	chr7-5639	7.48	-	0.5365	2.6418	3.1783	2	Satellite/LC	ENSG00000198742.11	""	TE
chr7	99133664	99133684	chr7-3031	8.16	-	0.8584	2.2015	3.0599	2	LINE	ENSG00000198742.11	""	TE
chr7	99394576	99394596	chr7-1253	10.9	+	2.0387	2.2015	4.2402	2	3'UTR	ENSG00000130429.17	""	Genic
chr7	99396279	99396299	chr7-723	17	-	5.365	3.9628	9.3277	2	3'UTR	ENSG00000106244.14	""	Genic
chr7	99396475	99396495	chr7-327	51.7	-	6.5452	8.3659	14.9111	2	3'UTR	ENSG00000106244.14	""	Genic
chr7	99397929	99397949	chr7-2240	9.52	-	0.9657	2.6418	3.6075	2	CDS	ENSG00000106244.14	""	Genic
chr7	99399635	99399655	chr7-5645	8.16	-	2.3606	0.8806	3.2412	2	Deep intronic	ENSG00000106244.14	""	Genic
chr7	99400323	99400343	chr7-423	17.7	-	2.4679	2.4217	4.8896	2	CDS	ENSG00000106244.14	""	Genic
chr7	99400391	99400411	chr7-21	43.5	-	3.9701	8.586	12.5561	2	CDS	ENSG00000106244.14	""	Genic
chr7	99403393	99403413	chr7-328	18.4	-	3.0044	4.1829	7.1873	2	CDS	ENSG00000106244.14	""	Genic
chr7	99403747	99403767	chr7-558	23.1	-	4.0774	6.8248	10.9021	2	Proximal intronic	ENSG00000106244.14	""	Genic
chr7	99403865	99403885	chr7-91	36	-	10.1934	17.6123	27.8057	2	Deep intronic	ENSG00000106244.14	""	Genic
chr7	99404666	99404686	chr7-561	17.7	-	4.0774	3.9628	8.0401	2	Proximal intronic	ENSG00000106244.14	""	Genic
chr7	99404718	99404738	chr7-562	21.1	-	3.7555	4.8434	8.5989	2	Proximal intronic	ENSG00000106244.14	""	Genic
chr7	99404888	99404908	chr7-724	30.6	-	4.6139	6.3845	10.9983	2	CDS	ENSG00000106244.14	""	Genic
chr7	99410096	99410116	chr7-3034	12.2	+	1.7168	2.2015	3.9183	2	5'UTR	ENSG00000106245.12	""	Genic
chr7	99452517	99452537	chr7-4142	9.52	+	1.8241	2.4217	4.2458	2	Proximal intronic	ENSG00000160917.16	""	Genic
chr7	99452823	99452843	chr7-3035	10.9	+	1.9314	2.4217	4.3531	2	Other SINE	ENSG00000160917.16	""	TE
chr7	99453115	99453135	chr7-1680	12.2	+	1.6095	2.862	4.4715	2	Deep intronic	ENSG00000160917.16	""	Genic
chr7	99453768	99453788	chr7-1254	15	+	2.3606	1.5411	3.9017	2	CDS	ENSG00000160917.16	""	Genic
chr7	99456673	99456693	chr7-5658	17	+	2.6825	2.4217	5.1042	2	3'UTR	ENSG00000160917.16	""	Genic
chr7	99458323	99458343	chr7-110	22.4	-	3.1117	2.862	5.9737	2	3'UTR	ENSG00000241468.9	""	Genic
chr7	99459130	99459150	chr7-1681	15	-	2.7898	1.9814	4.7712	2	CDS	ENSG00000241468.9	""	Genic
chr7	99459231	99459251	chr7-132	19.7	-	1.9314	3.5225	5.4538	2	CDS	ENSG00000241468.9	""	Genic
chr7	99460077	99460097	chr7-725	12.9	-	3.219	3.9628	7.1817	2	CDS	ENSG00000241468.9	""	Genic
chr7	99473386	99473406	chr7-4144	8.16	+	1.3949	5.5038	6.8987	2	First intron	ENSG00000198556.15	""	Genic
chr7	99481325	99481345	chr7-2243	10.2	+	1.1803	2.2015	3.3818	2	3'UTR	ENSG00000198556.15	""	Genic
chr7	99565791	99565811	chr7-4146	8.16	+	1.2876	2.4217	3.7093	2	Deep intronic	ENSG00000197343.12	""	Genic
chr7	99624553	99624573	chr7-1682	12.2	+	1.7168	2.862	4.5788	2	Deep intronic	ENSG00000197037.12	""	Genic
chr7	99624656	99624676	chr7-1255	14.3	+	2.2533	3.5225	5.7757	2	Deep intronic	ENSG00000197037.12	""	Genic
chr7	99624720	99624740	chr7-2244	10.9	+	1.5022	2.2015	3.7037	2	Deep intronic	ENSG00000197037.12	""	Genic
chr7	99625463	99625483	chr7-3040	10.2	+	1.2876	2.2015	3.4891	2	Deep intronic	ENSG00000197037.12	""	Genic
chr7	100033558	100033578	chr7-4153	10.2	+	1.8241	2.4217	4.2458	2	CDS	ENSG00000106261.18	""	Genic
chr7	100033761	100033781	chr7-4154	10.2	+	2.0387	1.1008	3.1395	2	CDS	ENSG00000106261.18	""	Genic
chr7	100090411	100090431	chr7-563	14.3	+	1.3949	3.3023	4.6972	2	CDS	ENSG00000168090.11	""	Genic
chr7	100093110	100093130	chr7-227	22.4	-	2.2533	2.862	5.1153	2	CDS	ENSG00000166508.20	""	Genic
chr7	100093300	100093320	chr7-1683	12.9	-	2.2533	3.5225	5.7757	2	CDS	ENSG00000166508.20	""	Genic
chr7	100093376	100093396	chr7-133	21.8	-	3.4336	1.7612	5.1948	2	CDS	ENSG00000166508.20	""	Genic
chr7	100094186	100094206	chr7-935	12.2	-	2.2533	1.5411	3.7944	2	CDS	ENSG00000166508.20	""	Genic
chr7	100094317	100094337	chr7-936	11.6	-	1.6095	1.5411	3.1506	2	CDS	ENSG00000166508.20	""	Genic
chr7	100095458	100095478	chr7-564	10.2	-	1.3949	1.9814	3.3763	2	CDS	ENSG00000166508.20	""	Genic
chr7	100095577	100095597	chr7-4162	8.84	-	1.073	2.2015	3.2745	2	Deep intronic	ENSG00000166508.20	""	Genic
chr7	100096133	100096153	chr7-426	14.3	-	1.8241	2.4217	4.2458	2	CDS	ENSG00000166508.20	""	Genic
chr7	100097352	100097372	chr7-92	19.7	-	2.4679	1.9814	4.4493	2	3'UTR-distal	ENSG00000166508.20	""	Genic
chr7	100097644	100097664	chr7-1257	13.6	-	2.8971	3.9628	6.8598	2	3'UTR-distal	ENSG00000166508.20	""	Genic
chr7	100097711	100097731	chr7-65	23.8	-	2.4679	2.862	5.3299	2	3'UTR-distal	ENSG00000166508.20	""	Genic
chr7	100097858	100097878	chr7-263	21.8	-	3.7555	7.0449	10.8004	2	3'UTR-distal	ENSG00000166508.20	""	Genic
chr7	100098265	100098285	chr7-264	15	-	2.0387	2.6418	4.6805	2	3'UTR-distal	ENSG00000166508.20	""	Genic
chr7	100098683	100098703	chr7-228	15.6	-	2.0387	3.0822	5.1208	2	3'UTR-distal	ENSG00000166508.20	""	Genic
chr7	100099028	100099048	chr7-565	13.6	-	1.8241	3.3023	5.1264	2	3'UTR-distal	ENSG00000166508.20	""	Genic
