chr	start	end	name	score	strand	NormedTC_ENCFF149LRA	NormedTC_ENCFF669MUY	NormedTC_K562_HNRNPC	BC_K562_HNRNPC	annotation	gene	external_gene_name	grouped_annotation
chr6	75636904	75636924	chr6-3358	12.9	+	1.844	1.5066	3.3506	2	Alu	ENSG00000112701.19	""	TE
chr6	75637076	75637096	chr6-2571	11.5	+	2.3357	2.1013	4.437	2	Alu	ENSG00000112701.19	""	TE
chr6	75637866	75637886	chr6-632	12.1	+	2.5816	1.9428	4.5243	2	Alu	ENSG00000112701.19	""	TE
chr6	75638052	75638072	chr6-3359	5.74	+	1.3522	1.2291	2.5813	2	Alu	ENSG00000112701.19	""	TE
chr6	75638316	75638336	chr6-2572	6.89	+	1.2293	1.1894	2.4188	2	Deep intronic	ENSG00000112701.19	""	Genic
chr6	75638656	75638676	chr6-633	14.1	+	1.1064	1.7049	2.8112	2	Deep intronic	ENSG00000112701.19	""	Genic
chr6	75639162	75639182	chr6-5900	4.88	+	0.9834	0.7533	1.7368	2	Deep intronic	ENSG00000112701.19	""	Genic
chr6	75639761	75639781	chr6-3360	5.74	+	1.1064	0.9912	2.0976	2	Deep intronic	ENSG00000112701.19	""	Genic
chr6	75642003	75642023	chr6-14507	6.32	+	1.1064	0.7533	1.8597	2	Deep intronic	ENSG00000112701.19	""	Genic
chr6	75647093	75647113	chr6-2032	8.62	+	1.844	0.7533	2.5973	2	Deep intronic	ENSG00000112701.19	""	Genic
chr6	75653057	75653077	chr6-5902	7.47	+	0.9834	0.9516	1.935	2	Alu	ENSG00000112701.19	""	TE
chr6	75665720	75665740	chr6-20091	2.3	+	1.1064	0.5551	1.6615	2	Deep intronic	ENSG00000112701.19	""	Genic
chr6	75673346	75673366	chr6-1038	24.1	+	2.2128	2.8547	5.0674	2	Alu	ENSG00000112701.19	""	TE
chr6	75677159	75677179	chr6-4390	3.73	+	1.3522	0.7137	2.0659	2	CDS	ENSG00000112701.19	""	Genic
chr6	75697490	75697510	chr6-3363	4.31	+	1.2293	0.7533	1.9826	2	CDS	ENSG00000112701.19	""	Genic
chr6	75715479	75715499	chr6-2576	4.59	+	1.4752	0.9912	2.4664	2	CDS	ENSG00000112701.19	""	Genic
chr6	78936087	78936107	chr6-5905	4.88	-	0.9834	0.8326	1.8161	2	3'UTR	ENSG00000146247.16	""	Genic
chr6	78938416	78938436	chr6-5906	6.32	-	0.9834	0.8326	1.8161	2	3'UTR	ENSG00000146247.16	""	Genic
chr6	78939810	78939830	chr6-7877	4.59	-	0.8605	0.793	1.6535	2	3'UTR	ENSG00000146247.16	""	Genic
chr6	78941027	78941047	chr6-3364	4.88	-	1.3522	0.5154	1.8677	2	CDS	ENSG00000146247.16	""	Genic
chr6	78943957	78943977	chr6-4391	7.75	-	0.9834	0.8326	1.8161	2	Alu	ENSG00000146247.16	""	TE
chr6	78966130	78966150	chr6-5910	3.16	-	1.5981	0.8326	2.4307	2	Deep intronic	ENSG00000146247.16	""	Genic
chr6	78982946	78982966	chr6-4394	3.73	-	2.5816	0.3568	2.9384	2	CDS	ENSG00000146247.16	""	Genic
chr6	78985657	78985677	chr6-4395	4.88	-	1.2293	0.5551	1.7844	2	Alu	ENSG00000146247.16	""	TE
chr6	78998004	78998024	chr6-7885	4.31	-	1.4752	0.7533	2.2285	2	Proximal intronic	ENSG00000146247.16	""	Genic
chr6	79002049	79002069	chr6-7887	5.17	-	0.7376	1.0705	1.8081	2	CDS	ENSG00000146247.16	""	Genic
chr6	79024777	79024797	chr6-20142	6.32	-	1.1064	0.674	1.7804	2	Alu	ENSG00000146247.16	""	TE
chr6	79068275	79068295	chr6-4397	5.17	-	1.1064	0.5551	1.6615	2	Alu	ENSG00000146247.16	""	TE
chr6	79201579	79201599	chr6-5913	4.31	-	1.2293	0.9119	2.1412	2	3'UTR	ENSG00000118418.17	""	Genic
chr6	79201626	79201646	chr6-5914	4.02	-	0.8605	0.8326	1.6931	2	3'UTR	ENSG00000118418.17	""	Genic
chr6	79202356	79202376	chr6-635	6.32	-	1.2293	0.7137	1.943	2	CDS	ENSG00000118418.17	""	Genic
chr6	79563346	79563366	chr6-814	11.2	+	1.4752	1.7445	3.2197	2	Alu	ENSG00000198478.10	""	TE
chr6	79585800	79585820	chr6-7893	8.62	+	0.8605	1.1894	2.05	2	Deep intronic	ENSG00000198478.10	""	Genic
chr6	79591433	79591453	chr6-4400	8.04	+	1.2293	1.1894	2.4188	2	Alu	ENSG00000198478.10	""	TE
chr6	79701629	79701649	chr6-5917	10.1	+	1.3522	1.2291	2.5813	2	3'UTR	ENSG00000198478.10	""	Genic
chr6	80034516	80034536	chr6-7896	7.18	+	1.4752	0.674	2.1492	2	Alu	ENSG00000112742.11	""	TE
chr6	80279164	80279184	chr6-20184	2.58	+	0.3688	1.6256	1.9944	2	Alu	ENSG00000083123.16	""	TE
chr6	80279172	80279192	chr6-3369	10.6	+	0.3688	1.5066	1.8754	2	Alu	ENSG00000083123.16	""	TE
chr6	82176496	82176516	chr6-5919	9.19	-	0.8605	1.0308	1.8914	2	Alu	ENSG00000005700.16	""	TE
chr6	82183383	82183403	chr6-1308	13.2	-	1.2293	1.9824	3.2117	2	Alu	ENSG00000005700.16	""	TE
chr6	82185156	82185176	chr6-2580	17.8	-	1.5981	2.2203	3.8184	2	Alu	ENSG00000005700.16	""	TE
chr6	82208715	82208735	chr6-2034	7.47	-	0.9834	0.7533	1.7368	2	Alu	ENSG00000005700.16	""	TE
chr6	82209049	82209069	chr6-10659	4.59	-	1.1064	0.674	1.7804	2	LINE	ENSG00000005700.16	""	TE
chr6	82943610	82943630	chr6-4403	6.03	-	0.8605	0.9516	1.8121	2	Alu	ENSG00000118420.18	""	TE
chr6	82997693	82997713	chr6-3370	9.48	-	0.4917	1.3877	1.8794	2	Alu	ENSG00000118420.18	""	TE
chr6	83048058	83048078	chr6-1631	38.2	-	3.9338	4.163	8.0968	2	Alu	ENSG00000118420.18	""	TE
chr6	83179283	83179303	chr6-4406	16.1	-	1.844	1.7842	3.6281	2	Alu	ENSG00000013375.18	""	TE
chr6	83187611	83187631	chr6-7904	4.88	-	1.2293	0.8326	2.0619	2	Alu	ENSG00000013375.18	""	TE
chr6	83191944	83191964	chr6-7906	19	-	2.2128	1.9031	4.1159	2	Alu	ENSG00000013375.18	""	TE
chr6	83192249	83192269	chr6-636	25.8	-	3.4421	4.0837	7.5258	2	Alu	ENSG00000013375.18	""	TE
chr6	84089832	84089852	chr6-10673	6.32	+	0.8605	0.9119	1.7724	2	3'UTR	ENSG00000135324.7	""	Genic
chr6	85508291	85508311	chr6-2583	17.5	-	1.2293	2.2203	3.4496	2	Proximal intronic	ENSG00000135317.15	""	Genic
chr6	85512595	85512615	chr6-2035	24.4	-	2.4586	2.6168	5.0754	2	Alu	ENSG00000135317.15	""	TE
chr6	85523739	85523759	chr6-4407	7.75	-	0.8605	0.9516	1.8121	2	Alu	ENSG00000135317.15	""	TE
chr6	85536899	85536919	chr6-160	9.48	-	1.3522	1.1894	2.5417	2	3'UTR	ENSG00000135317.15	""	Genic
chr6	85545080	85545100	chr6-4409	6.03	-	1.1064	1.1101	2.2165	2	LINE	ENSG00000135317.15	""	TE
chr6	85546943	85546963	chr6-3372	19.5	-	2.0898	2.022	4.1119	2	Alu	ENSG00000135317.15	""	TE
chr6	85567953	85567973	chr6-5925	3.45	-	1.5981	1.7445	3.3426	2	Alu	ENSG00000135317.15	""	TE
chr6	85571331	85571351	chr6-3373	9.48	-	0.4917	1.6256	2.1173	2	Alu	ENSG00000135317.15	""	TE
chr6	85585962	85585982	chr6-4410	4.31	-	1.2293	0.4758	1.7051	2	LINE	ENSG00000135317.15	""	TE
chr6	85591981	85592001	chr6-2585	7.18	-	2.4586	2.1806	4.6393	2	Alu	ENSG00000135317.15	""	TE
chr6	85602833	85602853	chr6-4411	12.3	-	0.7376	1.5066	2.2442	2	3'UTR-distal	ENSG00000271793.2	""	Genic
chr6	85603724	85603744	chr6-3374	6.32	-	1.1064	0.7533	1.8597	2	3'UTR-distal	ENSG00000271793.2	""	Genic
chr6	85608844	85608864	chr6-3375	5.74	-	1.721	0.9119	2.6329	2	3'UTR	ENSG00000135316.20	SYNCRIP	Genic
chr6	85609359	85609379	chr6-7920	5.17	-	0.8605	0.9516	1.8121	2	3'UTR	ENSG00000135316.20	SYNCRIP	Genic
chr6	85611241	85611261	chr6-4413	6.03	-	1.2293	0.793	2.0223	2	3'UTR	ENSG00000135316.20	SYNCRIP	Genic
chr6	85611534	85611554	chr6-1310	12.6	-	2.4586	1.9428	4.4014	2	3'UTR	ENSG00000135316.20	SYNCRIP	Genic
chr6	85611651	85611671	chr6-5927	7.18	-	1.5981	1.2291	2.8272	2	3'UTR	ENSG00000135316.20	SYNCRIP	Genic
chr6	85612359	85612379	chr6-2587	6.03	-	1.4752	1.5859	3.0611	2	3'UTR	ENSG00000135316.20	SYNCRIP	Genic
chr6	85612450	85612470	chr6-815	6.32	-	1.2293	1.2291	2.4584	2	3'UTR	ENSG00000135316.20	SYNCRIP	Genic
chr6	85612512	85612532	chr6-3377	8.04	-	1.3522	1.2687	2.621	2	3'UTR	ENSG00000135316.20	SYNCRIP	Genic
chr6	85614970	85614990	chr6-3378	5.46	-	0.7376	1.0308	1.7684	2	3'UTR	ENSG00000135316.20	SYNCRIP	Genic
chr6	85615034	85615054	chr6-1039	10.3	-	1.2293	1.4273	2.6566	2	3'UTR	ENSG00000135316.20	SYNCRIP	Genic
chr6	85615129	85615149	chr6-816	11.2	-	1.4752	2.141	3.6162	2	3'UTR	ENSG00000135316.20	SYNCRIP	Genic
chr6	85618361	85618381	chr6-1311	37.3	-	2.8274	4.3613	7.1887	2	Alu	ENSG00000135316.20	SYNCRIP	TE
chr6	85618521	85618541	chr6-2037	16.9	-	2.3357	2.1806	4.5163	2	Alu	ENSG00000135316.20	SYNCRIP	TE
chr6	85618908	85618928	chr6-42	20.7	-	3.4421	2.2203	5.6624	2	CDS	ENSG00000135316.20	SYNCRIP	Genic
chr6	85619264	85619284	chr6-2038	6.61	-	2.0898	1.5859	3.6757	2	CDS	ENSG00000135316.20	SYNCRIP	Genic
chr6	85619332	85619352	chr6-2589	7.18	-	2.4586	1.8635	4.3221	2	CDS	ENSG00000135316.20	SYNCRIP	Genic
chr6	85619385	85619405	chr6-637	9.76	-	0.9834	1.9428	2.9262	2	CDS	ENSG00000135316.20	SYNCRIP	Genic
chr6	85619885	85619905	chr6-817	13.2	-	2.7045	2.022	4.7265	2	LINE	ENSG00000135316.20	SYNCRIP	TE
chr6	85620054	85620074	chr6-418	19.2	-	2.5816	2.2203	4.8018	2	Alu	ENSG00000135316.20	SYNCRIP	TE
chr6	85620219	85620239	chr6-235	16.7	-	10.2033	10.5464	20.7496	2	Alu	ENSG00000135316.20	SYNCRIP	TE
chr6	85621421	85621441	chr6-1633	17.5	-	1.844	2.4978	4.3418	2	Alu	ENSG00000135316.20	SYNCRIP	TE
chr6	85621578	85621598	chr6-1040	27.3	-	3.0733	3.4494	6.5227	2	Alu	ENSG00000135316.20	SYNCRIP	TE
chr6	85622044	85622064	chr6-818	14.4	-	1.844	2.1806	4.0246	2	Deep intronic	ENSG00000135316.20	SYNCRIP	Genic
chr6	85622343	85622363	chr6-638	14.1	-	3.6879	4.7578	8.4457	2	Alu	ENSG00000135316.20	SYNCRIP	TE
chr6	85623533	85623553	chr6-520	7.47	-	1.5981	1.7445	3.3426	2	Alu	ENSG00000135316.20	SYNCRIP	TE
chr6	85624078	85624098	chr6-1313	5.74	-	0.9834	0.9119	1.8954	2	CDS	ENSG00000135316.20	SYNCRIP	Genic
chr6	85624499	85624519	chr6-5932	4.31	-	0.8605	0.9912	1.8517	2	Deep intronic	ENSG00000135316.20	SYNCRIP	Genic
chr6	85627487	85627507	chr6-7929	7.75	-	1.2293	1.1101	2.3395	2	Deep intronic	ENSG00000135316.20	SYNCRIP	Genic
chr6	85628993	85629013	chr6-2592	4.88	-	0.8605	0.9912	1.8517	2	Deep intronic	ENSG00000135316.20	SYNCRIP	Genic
chr6	85629478	85629498	chr6-1634	10.9	-	0.8605	1.6652	2.5257	2	Alu	ENSG00000135316.20	SYNCRIP	TE
chr6	85629799	85629819	chr6-1635	10.9	-	0.8605	1.6652	2.5257	2	Alu	ENSG00000135316.20	SYNCRIP	TE
chr6	85629954	85629974	chr6-1042	12.6	-	0.8605	1.8238	2.6843	2	Alu	ENSG00000135316.20	SYNCRIP	TE
chr6	85630782	85630802	chr6-2039	8.04	-	1.9669	1.1101	3.077	2	LINE	ENSG00000135316.20	SYNCRIP	TE
chr6	85631313	85631333	chr6-1043	26.1	-	1.5981	3.4097	5.0078	2	Alu	ENSG00000135316.20	SYNCRIP	TE
chr6	85632488	85632508	chr6-2593	15.5	-	2.3357	2.6168	4.9525	2	Deep intronic	ENSG00000135316.20	SYNCRIP	Genic
chr6	85633383	85633403	chr6-819	9.19	-	1.844	0.9912	2.8352	2	Alu	ENSG00000135316.20	SYNCRIP	TE
chr6	85633572	85633592	chr6-3380	13.8	-	1.844	1.9824	3.8264	2	Alu	ENSG00000135316.20	SYNCRIP	TE
chr6	85633911	85633931	chr6-4419	6.32	-	0.8605	0.9912	1.8517	2	Alu	ENSG00000135316.20	SYNCRIP	TE
chr6	85635133	85635153	chr6-2594	9.76	-	1.5981	1.1498	2.7479	2	Alu	ENSG00000135316.20	SYNCRIP	TE
chr6	85635749	85635769	chr6-820	22.7	-	2.4586	3.8459	6.3045	2	Alu	ENSG00000135316.20	SYNCRIP	TE
chr6	85636414	85636434	chr6-1314	12.1	-	1.3522	1.9824	3.3346	2	Alu	ENSG00000135316.20	SYNCRIP	TE
chr6	85638354	85638374	chr6-3382	14.1	-	1.9669	2.022	3.9889	2	Alu	ENSG00000135316.20	SYNCRIP	TE
chr6	85639017	85639037	chr6-2041	5.46	-	0.9834	1.7842	2.7676	2	Alu	ENSG00000135316.20	SYNCRIP	TE
chr6	85639199	85639219	chr6-2042	11.2	-	1.2293	1.7842	3.0135	2	Alu	ENSG00000135316.20	SYNCRIP	TE
chr6	85640281	85640301	chr6-333	8.9	-	2.0898	2.3789	4.4687	2	CDS	ENSG00000135316.20	SYNCRIP	Genic
chr6	85643298	85643318	chr6-2595	6.03	-	1.2293	1.0308	2.2602	2	Satellite/LC	ENSG00000135316.20	SYNCRIP	TE
chr6	85677157	85677177	chr6-1638	5.17	-	1.3522	1.1498	2.502	2	Deep intronic	ENSG00000203875.14	SNHG5	Genic
chr6	85677338	85677358	chr6-1639	13.2	-	1.5981	2.022	3.6202	2	Proximal intronic	ENSG00000203875.14	SNHG5	Genic
chr6	85677477	85677497	chr6-1045	7.75	-	0.7376	0.9912	1.7288	2	First intron	ENSG00000203875.14	SNHG5	Genic
chr6	85677627	85677647	chr6-14644	6.89	-	1.5981	0.6344	2.2325	2	First intron	ENSG00000203875.14	SNHG5	Genic
chr6	85677853	85677873	chr6-272	12.1	-	1.4752	1.6256	3.1007	2	First intron	ENSG00000203875.14	SNHG5	Genic
chr6	85678013	85678033	chr6-334	11.8	-	0.9834	1.3877	2.3711	2	First intron	ENSG00000203875.14	SNHG5	Genic
chr6	85678156	85678176	chr6-13	41.6	-	2.9503	3.608	6.5583	2	Other exon	ENSG00000203875.14	SNHG5	Genic
chr6	85678702	85678722	chr6-101	36.2	-	2.9503	5.3525	8.3028	2	Other exon	ENSG00000203875.14	SNHG5	Genic
chr6	87155579	87155599	chr6-1640	7.47	+	0.7376	1.0705	1.8081	2	5'UTR	ENSG00000188994.15	""	Genic
chr6	87159148	87159168	chr6-2043	6.32	+	1.3522	0.7533	2.1056	2	First intron	ENSG00000188994.15	""	Genic
chr6	87159399	87159419	chr6-5939	8.62	+	0.4917	1.1498	1.6415	2	Alu	ENSG00000188994.15	""	TE
chr6	87161448	87161468	chr6-521	49.1	+	5.286	6.2644	11.5504	2	Alu	ENSG00000188994.15	""	TE
chr6	87161589	87161609	chr6-4426	9.76	+	1.3522	1.2687	2.621	2	Alu	ENSG00000188994.15	""	TE
chr6	87165784	87165804	chr6-5940	19	+	1.5981	2.1806	3.7787	2	Alu	ENSG00000188994.15	""	TE
chr6	87166944	87166964	chr6-7943	5.46	+	0.9834	0.674	1.6575	2	Other SINE	ENSG00000188994.15	""	TE
chr6	87168656	87168676	chr6-2596	10.6	+	0.7376	1.467	2.2046	2	Alu	ENSG00000188994.15	""	TE
chr6	87169068	87169088	chr6-639	45.9	+	3.565	5.9868	9.5518	2	Alu	ENSG00000188994.15	""	TE
chr6	87169362	87169382	chr6-3387	8.62	+	1.4752	1.1101	2.5853	2	First intron	ENSG00000188994.15	""	Genic
chr6	87169670	87169690	chr6-5941	10.6	+	1.4752	1.2291	2.7043	2	CDS	ENSG00000188994.15	""	Genic
chr6	87169836	87169856	chr6-4428	10.6	+	1.3522	1.348	2.7003	2	3'UTR	ENSG00000188994.15	""	Genic
chr6	87171419	87171439	chr6-5942	7.47	+	0.8605	0.8326	1.6931	2	Other SINE	ENSG00000188994.15	""	TE
chr6	87176840	87176860	chr6-10720	4.31	+	1.3522	0.5551	1.9073	2	LINE	ENSG00000188994.15	""	TE
chr6	87179183	87179203	chr6-1641	24.4	+	2.5816	3.7269	6.3085	2	Alu	ENSG00000188994.15	""	TE
chr6	87179349	87179369	chr6-7945	5.74	+	0.7376	0.9912	1.7288	2	Alu	ENSG00000188994.15	""	TE
chr6	87181707	87181727	chr6-1642	6.32	+	1.3522	2.5375	3.8897	2	Alu	ENSG00000188994.15	""	TE
chr6	87189648	87189668	chr6-10723	5.74	+	1.1064	0.5947	1.7011	2	LINE	ENSG00000188994.15	""	TE
chr6	87204580	87204600	chr6-5947	7.75	+	1.2293	0.7533	1.9826	2	Alu	ENSG00000188994.15	""	TE
chr6	87218699	87218719	chr6-4431	4.31	+	0.8605	0.793	1.6535	2	CDS	ENSG00000188994.15	""	Genic
chr6	87219851	87219871	chr6-1315	7.47	+	0.7376	1.1101	1.8477	2	Alu	ENSG00000188994.15	""	TE
chr6	87220452	87220472	chr6-7955	8.62	+	0.8605	1.2687	2.1293	2	Other SINE	ENSG00000188994.15	""	TE
chr6	87223087	87223107	chr6-1316	13.8	+	3.565	2.6961	6.2611	2	Alu	ENSG00000188994.15	""	TE
chr6	87223273	87223293	chr6-1643	24.4	+	2.3357	4.0044	6.3401	2	Alu	ENSG00000188994.15	""	TE
chr6	87223775	87223795	chr6-1644	6.89	+	0.8605	0.9912	1.8517	2	LINE	ENSG00000188994.15	""	TE
chr6	87224682	87224702	chr6-2045	12.9	+	1.2293	1.8635	3.0928	2	LINE	ENSG00000188994.15	""	TE
chr6	87225275	87225295	chr6-1645	8.04	+	0.6147	1.5066	2.1213	2	LINE	ENSG00000188994.15	""	TE
chr6	87225385	87225405	chr6-2046	7.18	+	1.1064	1.7842	2.8905	2	LINE	ENSG00000188994.15	""	TE
chr6	87225659	87225679	chr6-2597	6.89	+	1.1064	0.8326	1.939	2	LINE	ENSG00000188994.15	""	TE
chr6	87226063	87226083	chr6-4434	6.32	+	0.8605	1.1894	2.05	2	LINE	ENSG00000188994.15	""	TE
chr6	87226412	87226432	chr6-1646	11.2	+	2.0898	1.9031	3.9929	2	Deep intronic	ENSG00000188994.15	""	Genic
chr6	87226709	87226729	chr6-2598	11.5	+	0.7376	1.5066	2.2442	2	Alu	ENSG00000188994.15	""	TE
chr6	87228013	87228033	chr6-2047	10.3	+	0.9834	1.8635	2.8469	2	LINE	ENSG00000188994.15	""	TE
chr6	87228127	87228147	chr6-4436	6.61	+	0.9834	0.7533	1.7368	2	LINE	ENSG00000188994.15	""	TE
chr6	87228464	87228484	chr6-2048	13.8	+	3.1962	2.2599	5.4561	2	LINE	ENSG00000188994.15	""	TE
chr6	87228668	87228688	chr6-5953	6.32	+	0.9834	1.6256	2.609	2	LINE	ENSG00000188994.15	""	TE
chr6	87229298	87229318	chr6-4437	5.74	+	1.844	1.2291	3.0731	2	LINE	ENSG00000188994.15	""	TE
chr6	87231102	87231122	chr6-2599	5.46	+	1.1064	1.0705	2.1769	2	Deep intronic	ENSG00000188994.15	""	Genic
chr6	87237256	87237276	chr6-2049	11.2	+	1.5981	1.9031	3.5012	2	Alu	ENSG00000188994.15	""	TE
chr6	87238013	87238033	chr6-3391	7.75	+	0.8605	1.1498	2.0103	2	Deep intronic	ENSG00000188994.15	""	Genic
chr6	87240446	87240466	chr6-5955	8.33	+	0.8605	1.3877	2.2482	2	Alu	ENSG00000188994.15	""	TE
chr6	87241219	87241239	chr6-2601	5.17	+	0.8605	0.8326	1.6931	2	Alu	ENSG00000188994.15	""	TE
chr6	87241447	87241467	chr6-1046	42.8	+	4.4255	5.2732	9.6987	2	Alu	ENSG00000188994.15	""	TE
chr6	87242181	87242201	chr6-7965	4.02	+	1.1064	0.6344	1.7407	2	Deep intronic	ENSG00000188994.15	""	Genic
chr6	87243307	87243327	chr6-7967	11.2	+	1.4752	1.1498	2.625	2	Deep intronic	ENSG00000188994.15	""	Genic
chr6	87253101	87253121	chr6-5956	5.17	+	1.3522	0.5154	1.8677	2	Alu	ENSG00000188994.15	""	TE
chr6	87253250	87253270	chr6-4441	9.76	+	0.9834	1.3084	2.2918	2	Alu	ENSG00000188994.15	""	TE
chr6	87255157	87255177	chr6-7970	3.73	+	1.844	0.5947	2.4387	2	CDS	ENSG00000188994.15	""	Genic
chr6	87259578	87259598	chr6-4442	5.46	+	2.2128	0.5154	2.7282	2	CDS	ENSG00000188994.15	""	Genic
chr6	87259841	87259861	chr6-1647	7.75	+	2.4586	0.8723	3.3309	2	CDS	ENSG00000188994.15	""	Genic
chr6	87260550	87260570	chr6-4443	4.59	+	2.2128	0.5154	2.7282	2	CDS	ENSG00000188994.15	""	Genic
chr6	87260660	87260680	chr6-10747	4.31	+	1.9669	0.4361	2.403	2	CDS	ENSG00000188994.15	""	Genic
chr6	87261282	87261302	chr6-28719	4.02	+	1.3522	0.3965	1.7487	2	CDS	ENSG00000188994.15	""	Genic
chr6	87515922	87515942	chr6-5962	10.3	-	1.1064	1.1894	2.2958	2	CDS	ENSG00000146282.20	""	Genic
chr6	87522305	87522325	chr6-5964	8.33	-	1.4752	0.8326	2.3078	2	Alu	ENSG00000146282.20	""	TE
chr6	87536614	87536634	chr6-7977	10.3	-	0.9834	1.1101	2.0936	2	Alu	ENSG00000146282.20	""	TE
chr6	87540421	87540441	chr6-236	22.4	-	1.1064	2.9736	4.08	2	Alu	ENSG00000146282.20	""	TE
chr6	87543281	87543301	chr6-1648	14.9	-	2.9503	1.9428	4.8931	2	Alu	ENSG00000146282.20	""	TE
chr6	87543617	87543637	chr6-10757	13.2	-	1.721	1.4273	3.1484	2	Alu	ENSG00000146282.20	""	TE
chr6	87549519	87549539	chr6-5968	10.1	-	1.2293	1.1498	2.3791	2	5'UTR	ENSG00000146282.20	""	Genic
chr6	87551598	87551618	chr6-1649	14.6	-	2.2128	1.9428	4.1555	2	Alu	ENSG00000146282.20	""	TE
chr6	87552494	87552514	chr6-4446	4.31	-	0.8605	0.793	1.6535	2	Deep intronic	ENSG00000146282.20	""	Genic
chr6	87566825	87566845	chr6-7981	7.75	-	0.8605	0.8723	1.7328	2	Alu	ENSG00000146282.20	""	TE
chr6	87589322	87589342	chr6-3392	10.9	-	1.4752	1.3084	2.7836	2	Alu	ENSG00000146282.20	""	TE
chr6	87595859	87595879	chr6-7982	4.88	+	0.9834	0.8723	1.8557	2	Alu	ENSG00000135336.18	""	TE
chr6	87596030	87596050	chr6-14726	6.89	+	1.2293	0.9516	2.1809	2	Alu	ENSG00000135336.18	""	TE
chr6	87596180	87596200	chr6-4448	16.4	+	2.3357	1.8238	4.1595	2	Alu	ENSG00000135336.18	""	TE
chr6	87596324	87596344	chr6-1650	16.1	+	2.9503	2.2203	5.1706	2	Alu	ENSG00000135336.18	""	TE
chr6	87596469	87596489	chr6-4449	6.89	+	1.1064	0.7137	1.82	2	Deep intronic	ENSG00000135336.18	""	Genic
chr6	87598217	87598237	chr6-10764	7.75	+	1.5981	0.8723	2.4704	2	Alu	ENSG00000135336.18	""	TE
chr6	87646000	87646020	chr6-1317	21.5	+	1.3522	2.6168	3.969	2	Alu	ENSG00000135336.18	""	TE
chr6	87648459	87648479	chr6-7985	6.03	+	0.8605	1.0705	1.931	2	Satellite/LC	ENSG00000135336.18	""	TE
chr6	87650087	87650107	chr6-4450	15.5	+	1.9669	1.7842	3.7511	2	Alu	ENSG00000135336.18	""	TE
chr6	87667206	87667226	chr6-4451	3.45	+	1.2293	0.4361	1.6654	2	3'UTR	ENSG00000135336.18	""	Genic
chr6	87696685	87696705	chr6-10770	9.76	-	0.6147	1.1894	1.8041	2	Alu	ENSG00000135334.10	""	TE
chr6	87696991	87697011	chr6-4452	7.18	-	0.6147	1.0705	1.6852	2	Alu	ENSG00000135334.10	""	TE
chr6	87698642	87698662	chr6-5975	8.04	-	1.844	1.1101	2.9541	2	First intron	ENSG00000135334.10	""	Genic
chr6	87698751	87698771	chr6-1047	11.2	-	1.844	1.5859	3.4299	2	First intron	ENSG00000135334.10	""	Genic
chr6	87699508	87699528	chr6-3397	8.62	-	1.721	1.3084	3.0294	2	First intron	ENSG00000135334.10	""	Genic
chr6	87699911	87699931	chr6-640	11.5	-	0.9834	1.8635	2.8469	2	First intron	ENSG00000135334.10	""	Genic
chr6	87700235	87700255	chr6-3398	7.75	-	2.5816	1.0308	3.6124	2	First intron	ENSG00000135334.10	""	Genic
chr6	87700497	87700517	chr6-1318	8.9	-	2.4586	1.348	3.8067	2	First intron	ENSG00000135334.10	""	Genic
chr6	87700576	87700596	chr6-1319	9.48	-	2.2128	1.467	3.6797	2	First intron	ENSG00000135334.10	""	Genic
chr6	87700664	87700684	chr6-2051	8.33	-	2.3357	1.5859	3.9216	2	First intron	ENSG00000135334.10	""	Genic
chr6	87701150	87701170	chr6-2052	7.75	-	2.0898	1.1101	3.2	2	First intron	ENSG00000135334.10	""	Genic
chr6	88232247	88232267	chr6-4454	12.9	-	0.8605	1.7842	2.6447	2	Alu	ENSG00000234426.4	""	TE
chr6	88275397	88275417	chr6-2602	5.17	-	1.2293	1.9428	3.1721	2	Deep intronic	ENSG00000234426.4	""	Genic
chr6	88290138	88290158	chr6-4455	13.2	-	1.5981	1.6652	3.2633	2	Alu	ENSG00000234426.4	""	TE
chr6	88641309	88641329	chr6-14751	8.9	-	0.6147	1.1498	1.7644	2	Alu	ENSG00000111880.17	""	TE
chr6	88647674	88647694	chr6-2603	14.1	-	0.8605	1.7445	2.605	2	Alu	ENSG00000111880.17	""	TE
chr6	88753479	88753499	chr6-7999	7.47	-	0.8605	0.8326	1.6931	2	Alu	ENSG00000111880.17	""	TE
chr6	88833994	88834014	chr6-8000	6.89	-	0.9834	0.8723	1.8557	2	Alu	ENSG00000111880.17	""	TE
chr6	88843049	88843069	chr6-2605	10.1	-	1.4752	1.2687	2.7439	2	Alu	ENSG00000111880.17	""	TE
chr6	88962848	88962868	chr6-5984	4.88	-	1.3522	0.4361	1.7884	2	Alu	ENSG00000111880.17	""	TE
chr6	89063580	89063600	chr6-3	35.9	-	3.8109	5.1146	8.9255	2	Other exon	ENSG00000223001.1	RNU2-61P	Genic
chr6	89083024	89083044	chr6-4456	8.04	+	0.9834	0.9119	1.8954	2	Alu	ENSG00000146278.11	PNRC1	TE
chr6	89084519	89084539	chr6-4457	4.02	+	1.5981	0.6344	2.2325	2	3'UTR	ENSG00000146278.11	PNRC1	Genic
chr6	89642954	89642974	chr6-131	10.3	-	1.844	1.2291	3.0731	2	3'UTR	ENSG00000112159.13	MDN1	Genic
chr6	89643055	89643075	chr6-641	6.32	-	1.4752	1.2291	2.7043	2	3'UTR	ENSG00000112159.13	MDN1	Genic
