chr	start	end	name	score	strand	NormedTC_ENCFF040BGS	NormedTC_ENCFF065BIC	NormedTC_HepG2_HNRNPC	BC_HepG2_HNRNPC	annotation	gene	external_gene_name	grouped_annotation
chr6	144317795	144317815	chr6-3132	12.9	+	2.3636	1.3813	3.7449	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144317920	144317940	chr6-1047	13.8	+	1.8909	2.3943	4.2852	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144318037	144318057	chr6-1497	13.3	+	1.7018	2.3022	4.004	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144318320	144318340	chr6-835	15	+	1.5127	2.8547	4.3674	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144318489	144318509	chr6-2443	18.1	+	1.3236	2.6706	3.9942	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144319219	144319239	chr6-559	17.2	+	1.3236	3.2231	4.5467	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144319610	144319630	chr6-1689	26.7	+	4.9163	2.8547	7.771	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144319758	144319778	chr6-193	40	+	4.0654	5.6174	9.6828	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144319881	144319901	chr6-745	21.5	+	1.9854	3.7756	5.761	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144320044	144320064	chr6-353	20.2	+	3.12	3.131	6.2509	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144320938	144320958	chr6-3133	7.74	+	0.5673	2.8547	3.422	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144321365	144321385	chr6-1322	14.6	+	1.4182	2.7626	4.1808	2	Other SINE	ENSG00000152818.20	UTRN	TE
chr6	144321660	144321680	chr6-2444	13.3	+	1.2291	2.3022	3.5313	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144321795	144321815	chr6-472	20.2	+	2.4581	4.3281	6.7863	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144322295	144322315	chr6-3552	8.17	+	0.4727	2.5785	3.0512	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144324890	144324910	chr6-7406	5.16	+	1.04	1.1051	2.145	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144326329	144326349	chr6-1690	10.7	+	0.9454	2.0259	2.9714	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144326396	144326416	chr6-437	18.9	+	1.7963	3.131	4.9273	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144326486	144326506	chr6-8713	6.02	+	0.7564	1.1051	1.8614	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144327259	144327279	chr6-1893	12.9	+	1.04	2.2101	3.2501	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144327472	144327492	chr6-836	22.4	+	1.5127	4.4202	5.9329	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144328813	144328833	chr6-6297	9.89	+	0.7564	2.3022	3.0586	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144328972	144328992	chr6-194	26.2	+	2.7418	5.0648	7.8066	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144329112	144329132	chr6-86	30.5	+	4.8217	8.1958	13.0176	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144330146	144330166	chr6-8714	5.59	+	0.5673	1.6576	2.2248	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144332957	144332977	chr6-6299	7.74	+	0.8509	1.013	1.8639	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144333130	144333150	chr6-4687	9.89	+	2.08	1.1971	3.2771	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144333672	144333692	chr6-8715	5.16	+	0.5673	1.5655	2.1328	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144337013	144337033	chr6-1174	12.5	+	0.7564	2.7626	3.519	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144337643	144337663	chr6-837	21.9	+	4.4436	5.6174	10.0609	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144337798	144337818	chr6-7410	7.74	+	1.04	0.8288	1.8688	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144338192	144338212	chr6-4093	11.6	+	2.7418	1.1051	3.8468	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144344805	144344825	chr6-12494	4.3	+	0.6618	1.1971	1.859	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144347773	144347793	chr6-4689	10.3	+	0.9454	2.9468	3.8923	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144347872	144347892	chr6-90	38.7	+	6.0508	5.5253	11.5761	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144348041	144348061	chr6-4690	10.7	+	1.5127	1.2892	2.8019	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144348184	144348204	chr6-676	16.3	+	0.7564	3.4993	4.2557	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144348236	144348256	chr6-3134	11.2	+	1.1345	2.2101	3.3446	2	LINE	ENSG00000152818.20	UTRN	TE
chr6	144349035	144349055	chr6-838	12.9	+	1.2291	3.0389	4.268	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144349705	144349725	chr6-2784	7.74	+	1.04	1.2892	2.3292	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144349834	144349854	chr6-6303	6.45	+	0.3782	1.6576	2.0358	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144349996	144350016	chr6-10383	5.59	+	0.8509	1.4734	2.3243	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144350100	144350120	chr6-10384	5.59	+	0.2836	1.5655	1.8491	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144352501	144352521	chr6-4691	7.74	+	1.2291	1.8418	3.0708	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144352968	144352988	chr6-1498	18.1	+	1.8909	3.0389	4.9298	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144353126	144353146	chr6-208	31	+	2.2691	4.8807	7.1497	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144355239	144355259	chr6-316	36.1	+	4.4436	5.6174	10.0609	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144355384	144355404	chr6-257	25.4	+	2.3636	3.7756	6.1392	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144357073	144357093	chr6-677	15.5	+	1.04	3.6835	4.7235	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144358663	144358683	chr6-1499	12	+	1.2291	2.3022	3.5313	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144359215	144359235	chr6-6305	7.74	+	0.4727	1.7497	2.2224	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144359751	144359771	chr6-1048	19.8	+	2.7418	2.2101	4.9519	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144360499	144360519	chr6-3135	7.74	+	0.4727	1.9338	2.4066	2	LINE	ENSG00000152818.20	UTRN	TE
chr6	144360761	144360781	chr6-7416	6.88	+	0.8509	1.3813	2.2322	2	LTR/ERV	ENSG00000152818.20	UTRN	TE
chr6	144360830	144360850	chr6-4094	9.03	+	0.7564	2.4864	3.2427	2	LTR/ERV	ENSG00000152818.20	UTRN	TE
chr6	144361617	144361637	chr6-282	19.3	+	1.7018	4.144	5.8458	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144362245	144362265	chr6-10388	5.59	+	0.2836	2.3943	2.6779	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144362353	144362373	chr6-3553	7.31	+	0.5673	1.5655	2.1328	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144363022	144363042	chr6-4095	8.6	+	0.9454	1.013	1.9584	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144363478	144363498	chr6-1049	15.5	+	1.6072	3.2231	4.8303	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144366070	144366090	chr6-7417	6.45	+	0.9454	0.9209	1.8663	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144366927	144366947	chr6-1500	12.5	+	0.9454	1.9338	2.8793	2	LINE	ENSG00000152818.20	UTRN	TE
chr6	144367011	144367031	chr6-935	21.1	+	2.4581	4.3281	6.7863	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144367707	144367727	chr6-8725	6.02	+	0.5673	1.3813	1.9486	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144367811	144367831	chr6-4693	7.74	+	1.1345	1.1051	2.2396	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144372089	144372109	chr6-10390	4.73	+	1.04	0.8288	1.8688	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144372519	144372539	chr6-12502	8.17	+	1.04	0.8288	1.8688	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144372695	144372715	chr6-283	20.6	+	2.08	4.0519	6.1318	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144375626	144375646	chr6-2445	9.46	+	0.9454	2.0259	2.9714	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144375711	144375731	chr6-1175	19.3	+	1.7018	4.6965	6.3983	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144375918	144375938	chr6-2446	8.6	+	0.9454	1.1971	2.1426	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144376015	144376035	chr6-229	28.4	+	2.5527	5.249	7.8017	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144376179	144376199	chr6-4694	12	+	0.6618	2.0259	2.6877	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144377051	144377071	chr6-1501	24.9	+	3.2145	3.0389	6.2534	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144382957	144382977	chr6-613	17.6	+	2.4581	3.3152	5.7733	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144383125	144383145	chr6-6308	6.02	+	0.8509	1.6576	2.5085	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144383434	144383454	chr6-6309	6.02	+	0.4727	1.5655	2.0382	2	LTR/ERV	ENSG00000152818.20	UTRN	TE
chr6	144385736	144385756	chr6-1691	9.46	+	0.8509	2.5785	3.4294	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144387167	144387187	chr6-4096	7.74	+	0.5673	1.5655	2.1328	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144387807	144387827	chr6-8728	6.02	+	0.6618	1.2892	1.951	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144388341	144388361	chr6-5427	11.2	+	1.6072	1.5655	3.1727	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144388711	144388731	chr6-2137	12.5	+	1.1345	2.6706	3.8051	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144389612	144389632	chr6-177	32.2	+	1.6072	5.3411	6.9484	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144391099	144391119	chr6-4097	9.03	+	0.6618	1.7497	2.4115	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144391261	144391281	chr6-1692	11.6	+	1.1345	1.9338	3.0684	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144391668	144391688	chr6-614	21.5	+	1.7963	3.4993	5.2957	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144405586	144405606	chr6-3554	9.46	+	1.04	1.1971	2.2371	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144406148	144406168	chr6-3555	7.74	+	0.8509	1.4734	2.3243	2	LTR/ERV	ENSG00000152818.20	UTRN	TE
chr6	144406388	144406408	chr6-2785	12.5	+	1.3236	1.7497	3.0733	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144407228	144407248	chr6-2786	17.6	+	3.8763	0.1842	4.0605	2	LINE	ENSG00000152818.20	UTRN	TE
chr6	144408299	144408319	chr6-6311	7.31	+	0.7564	1.6576	2.4139	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144414738	144414758	chr6-1894	10.3	+	0.5673	2.2101	2.7774	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144418595	144418615	chr6-5428	9.03	+	1.1345	1.7497	2.8842	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144421663	144421683	chr6-4099	34	-	5.1054	2.4864	7.5918	2	Alu	""	""	TE
chr6	144424265	144424285	chr6-4696	9.03	+	0.8509	1.2892	2.1401	2	LTR/ERV	ENSG00000152818.20	UTRN	TE
chr6	144429973	144429993	chr6-4100	12	+	1.1345	2.118	3.2526	2	Proximal intronic	ENSG00000152818.20	UTRN	Genic
chr6	144436973	144436993	chr6-5429	16.3	+	1.9854	1.5655	3.5509	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144442029	144442049	chr6-7422	6.88	+	0.6618	1.2892	1.951	2	LTR/ERV	ENSG00000152818.20	UTRN	TE
chr6	144444950	144444970	chr6-4697	6.88	+	0.8509	1.4734	2.3243	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144454392	144454412	chr6-1895	12	+	1.4182	2.3943	3.8124	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144456119	144456139	chr6-5430	7.31	+	0.8509	1.1051	1.956	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144458197	144458217	chr6-4101	7.31	+	1.04	1.4734	2.5134	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144458369	144458389	chr6-4698	6.45	+	1.3236	1.3813	2.7049	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144459620	144459640	chr6-3556	10.3	+	0.8509	1.8418	2.6927	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144459780	144459800	chr6-1502	15	+	1.9854	2.4864	4.4718	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144460032	144460052	chr6-1896	14.6	+	1.7963	2.5785	4.3748	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144463636	144463656	chr6-2138	9.46	+	0.5673	1.5655	2.1328	2	LINE	ENSG00000152818.20	UTRN	TE
chr6	144464526	144464546	chr6-1323	18.1	+	1.7963	2.5785	4.3748	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144472795	144472815	chr6-746	32.2	+	2.5527	4.8807	7.4334	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144475642	144475662	chr6-7423	6.45	+	0.7564	1.1971	1.9535	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144478600	144478620	chr6-2139	8.6	+	0.6618	2.5785	3.2403	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144479145	144479165	chr6-510	23.6	+	2.5527	4.144	6.6966	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144483468	144483488	chr6-4699	9.46	+	0.8509	2.3943	3.2452	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144483632	144483652	chr6-2787	10.7	+	0.3782	2.0259	2.4041	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144486550	144486570	chr6-5431	5.59	+	0.3782	1.6576	2.0358	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144486711	144486731	chr6-438	25.8	+	1.7963	4.9728	6.7691	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144487194	144487214	chr6-4700	6.45	+	1.2291	1.1971	2.4262	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144489074	144489094	chr6-3136	11.2	+	1.1345	1.3813	2.5158	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144501463	144501483	chr6-3137	8.6	+	0.6618	1.1971	1.859	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144512580	144512600	chr6-157	26.2	+	1.2291	4.8807	6.1097	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144512720	144512740	chr6-2788	16.3	+	0.9454	3.0389	3.9843	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144513267	144513287	chr6-5432	9.03	+	0.2836	1.6576	1.9412	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144513364	144513384	chr6-8738	8.17	-	1.5127	0.2763	1.789	2	Alu	""	""	TE
chr6	144514942	144514962	chr6-354	30.5	+	2.7418	4.3281	7.0699	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144515099	144515119	chr6-2789	8.6	+	1.5127	1.9338	3.4466	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144517391	144517411	chr6-3138	9.03	+	1.1345	1.3813	2.5158	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144517551	144517571	chr6-6316	5.59	+	0.6618	1.3813	2.0431	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144523339	144523359	chr6-10403	11.6	+	1.6072	1.5655	3.1727	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144526817	144526837	chr6-1503	11.6	+	2.4581	1.9338	4.392	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144526990	144527010	chr6-2790	11.6	+	0.8509	2.3943	3.2452	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144528061	144528081	chr6-936	26.7	+	3.309	4.6044	7.9134	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144528409	144528429	chr6-6317	6.88	+	1.4182	1.1051	2.5232	2	LINE	ENSG00000152818.20	UTRN	TE
chr6	144528573	144528593	chr6-5433	6.88	+	0.2836	1.6576	1.9412	2	LINE	ENSG00000152818.20	UTRN	TE
chr6	144535808	144535828	chr6-3557	7.31	+	0.6618	2.0259	2.6877	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144543832	144543852	chr6-3139	8.17	+	1.5127	0.9209	2.4336	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144555616	144555636	chr6-2791	9.89	+	1.6072	1.1971	2.8044	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144571186	144571206	chr6-4102	9.46	+	1.2291	1.1971	2.4262	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144577873	144577893	chr6-3558	7.31	+	0.5673	1.8418	2.409	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144578826	144578846	chr6-4103	6.88	+	1.2291	0.9209	2.15	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144580226	144580246	chr6-7426	6.02	+	0.4727	1.3813	1.854	2	Satellite/LC	ENSG00000152818.20	UTRN	TE
chr6	144580636	144580656	chr6-4702	7.74	+	1.04	1.6576	2.6976	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144580813	144580833	chr6-8742	6.45	+	0.1891	1.9338	2.1229	2	LINE	ENSG00000152818.20	UTRN	TE
chr6	144581570	144581590	chr6-4703	8.17	+	0.4727	1.5655	2.0382	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144582836	144582856	chr6-839	17.6	+	1.4182	2.6706	4.0887	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144584278	144584298	chr6-1897	12.9	+	1.6072	2.0259	3.6332	2	First intron	ENSG00000152818.20	UTRN	Genic
chr6	144584445	144584465	chr6-6319	6.45	+	0.8509	1.8418	2.6927	2	First intron	ENSG00000152818.20	UTRN	Genic
chr6	144584696	144584716	chr6-2447	10.3	+	0.6618	2.4864	3.1482	2	First intron	ENSG00000152818.20	UTRN	Genic
chr6	144585009	144585029	chr6-1324	15.5	+	1.4182	3.3152	4.7333	2	First intron	ENSG00000152818.20	UTRN	Genic
chr6	144586062	144586082	chr6-2792	8.17	+	1.04	1.5655	2.6055	2	First intron	ENSG00000152818.20	UTRN	Genic
chr6	144587089	144587109	chr6-1176	13.8	+	1.5127	1.7497	3.2624	2	First intron	ENSG00000152818.20	UTRN	Genic
chr6	144587199	144587219	chr6-5434	7.31	+	0.5673	2.3022	2.8695	2	First intron	ENSG00000152818.20	UTRN	Genic
chr6	144587665	144587685	chr6-209	31.8	+	3.7818	5.7095	9.4912	2	First intron	ENSG00000152818.20	UTRN	Genic
chr6	144589881	144589901	chr6-126	55.9	+	6.2399	8.6563	14.8962	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144590051	144590071	chr6-134	44.7	+	4.4436	6.6303	11.0739	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144591331	144591351	chr6-5435	8.17	+	0.8509	1.5655	2.4164	2	First intron	ENSG00000152818.20	UTRN	Genic
chr6	144591868	144591888	chr6-7428	5.59	+	0.9454	1.1051	2.0505	2	First intron	ENSG00000152818.20	UTRN	Genic
chr6	144592177	144592197	chr6-2448	11.6	+	0.6618	2.118	2.7798	2	LINE	ENSG00000152818.20	UTRN	TE
chr6	144592400	144592420	chr6-143	43.4	+	5.7672	5.8936	11.6608	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144592560	144592580	chr6-1693	13.3	+	1.2291	2.9468	4.1759	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144592693	144592713	chr6-1898	10.3	+	1.3236	1.2892	2.6128	2	LINE	ENSG00000152818.20	UTRN	TE
chr6	144593265	144593285	chr6-5436	5.59	+	0.3782	1.5655	1.9437	2	LTR/ERV	ENSG00000152818.20	UTRN	TE
chr6	144593361	144593381	chr6-4706	6.88	+	0.5673	1.5655	2.1328	2	LTR/ERV	ENSG00000152818.20	UTRN	TE
chr6	144593553	144593573	chr6-1050	13.3	+	1.3236	3.3152	4.6388	2	LTR/ERV	ENSG00000152818.20	UTRN	TE
chr6	144594284	144594304	chr6-2449	10.3	+	0.8509	1.6576	2.5085	2	First intron	ENSG00000152818.20	UTRN	Genic
chr6	144596904	144596924	chr6-5437	7.74	+	1.2291	1.1051	2.3341	2	First intron	ENSG00000152818.20	UTRN	Genic
chr6	144597362	144597382	chr6-4105	9.89	+	1.3236	1.1051	2.4287	2	First intron	ENSG00000152818.20	UTRN	Genic
chr6	144597795	144597815	chr6-937	22.4	+	4.2545	2.4864	6.7409	2	First intron	ENSG00000152818.20	UTRN	Genic
chr6	144597937	144597957	chr6-2793	20.2	+	3.4981	3.131	6.6291	2	First intron	ENSG00000152818.20	UTRN	Genic
chr6	144602156	144602176	chr6-615	39.5	+	2.6472	7.9196	10.5668	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144603288	144603308	chr6-4106	6.88	+	0.8509	1.6576	2.5085	2	LINE	ENSG00000152818.20	UTRN	TE
chr6	144617417	144617437	chr6-15224	8.6	+	1.9854	0.2763	2.2617	2	LINE	ENSG00000152818.20	UTRN	TE
chr6	144617727	144617747	chr6-7430	5.59	+	1.2291	0.7367	1.9658	2	LINE	ENSG00000152818.20	UTRN	TE
chr6	144622211	144622231	chr6-51	47.3	+	4.2545	7.1829	11.4373	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144622379	144622399	chr6-1177	18.1	+	1.7963	2.8547	4.6511	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144624939	144624959	chr6-15226	4.73	+	0.5673	1.2892	1.8565	2	First intron	ENSG00000152818.20	UTRN	Genic
chr6	144625310	144625330	chr6-6325	6.02	+	0.7564	1.1051	1.8614	2	First intron	ENSG00000152818.20	UTRN	Genic
chr6	144626664	144626684	chr6-49	61.9	+	7.2799	10.498	17.7779	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144627827	144627847	chr6-5439	18.1	+	1.4182	2.8547	4.2729	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144627874	144627894	chr6-5440	5.59	+	0.8509	1.1051	1.956	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144628425	144628445	chr6-5441	6.88	+	0.4727	1.8418	2.3145	2	First intron	ENSG00000152818.20	UTRN	Genic
chr6	144630970	144630990	chr6-195	23.2	+	2.08	4.3281	6.4081	2	First intron	ENSG00000152818.20	UTRN	Genic
chr6	144631032	144631052	chr6-4708	7.74	+	0.9454	1.9338	2.8793	2	First intron	ENSG00000152818.20	UTRN	Genic
chr6	144632640	144632660	chr6-1694	10.3	+	0.6618	1.8418	2.5036	2	First intron	ENSG00000152818.20	UTRN	Genic
chr6	144632749	144632769	chr6-5442	15.9	+	2.2691	2.5785	4.8475	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144633254	144633274	chr6-1899	16.8	+	3.12	1.6576	4.7775	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144633427	144633447	chr6-2450	8.17	+	1.1345	2.0259	3.1605	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144633574	144633594	chr6-4709	6.02	+	0.9454	1.1971	2.1426	2	First intron	ENSG00000152818.20	UTRN	Genic
chr6	144635165	144635185	chr6-747	27.5	+	2.5527	5.0648	7.6175	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144635566	144635586	chr6-2451	15.5	+	2.1745	3.2231	5.3976	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144636995	144637015	chr6-560	21.1	+	2.5527	3.131	5.6837	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144637158	144637178	chr6-58	46.9	+	4.9163	8.5642	13.4805	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144637759	144637779	chr6-473	19.3	+	1.04	3.4073	4.4472	2	LINE	ENSG00000152818.20	UTRN	TE
chr6	144638238	144638258	chr6-8745	6.45	+	0.5673	1.7497	2.3169	2	First intron	ENSG00000152818.20	UTRN	Genic
chr6	144640834	144640854	chr6-4108	6.88	+	1.2291	1.4734	2.7025	2	First intron	ENSG00000152818.20	UTRN	Genic
chr6	144642086	144642106	chr6-8746	4.73	+	0.3782	1.5655	1.9437	2	First intron	ENSG00000152818.20	UTRN	Genic
chr6	144642462	144642482	chr6-4710	7.74	+	0.4727	2.2101	2.6828	2	First intron	ENSG00000152818.20	UTRN	Genic
chr6	144642725	144642745	chr6-2794	12.9	+	2.4581	1.6576	4.1157	2	First intron	ENSG00000152818.20	UTRN	Genic
chr6	144642963	144642983	chr6-5443	6.88	+	1.4182	1.1051	2.5232	2	First intron	ENSG00000152818.20	UTRN	Genic
chr6	144645030	144645050	chr6-4711	6.45	+	0.6618	1.4734	2.1352	2	LTR/ERV	ENSG00000152818.20	UTRN	TE
chr6	144654613	144654633	chr6-1178	17.2	+	1.4182	2.9468	4.365	2	First intron	ENSG00000152818.20	UTRN	Genic
chr6	144656916	144656936	chr6-3140	10.3	+	0.8509	2.0259	2.8768	2	First intron	ENSG00000152818.20	UTRN	Genic
chr6	144657899	144657919	chr6-4109	6.88	+	0.6618	1.3813	2.0431	2	Satellite/LC	ENSG00000152818.20	UTRN	TE
chr6	144659144	144659164	chr6-7435	6.45	+	0.9454	1.2892	2.2347	2	First intron	ENSG00000152818.20	UTRN	Genic
chr6	144659240	144659260	chr6-3141	12.5	+	1.04	2.0259	3.0659	2	First intron	ENSG00000152818.20	UTRN	Genic
chr6	144659794	144659814	chr6-2795	8.6	+	1.1345	1.4734	2.6079	2	First intron	ENSG00000152818.20	UTRN	Genic
chr6	144660811	144660831	chr6-6327	5.16	+	0.9454	1.1051	2.0505	2	First intron	ENSG00000152818.20	UTRN	Genic
chr6	144664494	144664514	chr6-230	21.1	+	1.9854	3.7756	5.761	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144667248	144667268	chr6-5444	6.45	+	0.7564	1.4734	2.2298	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144669604	144669624	chr6-3559	7.31	+	0.4727	1.4734	1.9461	2	LINE	ENSG00000152818.20	UTRN	TE
chr6	144674583	144674603	chr6-2140	13.3	+	1.5127	2.118	3.6307	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144674744	144674764	chr6-2141	12.5	+	1.3236	2.0259	3.3496	2	Alu	ENSG00000152818.20	UTRN	TE
